,unit,ticker,exchangeCD,shortNM,currencyCD,barTime,dataDate,closePrice,openPrice,highPrice,lowPrice,totalVolume,totalValue
196,1,000001,XSHG,上证指数,14:16,2016/7/1,2935.558,2936.666,2936.717,2935.558,37830800,467452784.7,
197,1,000001,XSHG,上证指数,14:17,2016/7/1,2935.38,2937.062,2937.062,2935.38,42254400,507137539.8,
198,1,000001,XSHG,上证指数,14:18,2016/7/1,2935.045,2936.415,2936.415,2935.045,45503500,542505614,
199,1,000001,XSHG,上证指数,14:19,2016/7/1,2934.538,2935.465,2935.465,2934.34,45698800,525370325.6,
200,1,000001,XSHG,上证指数,14:20,2016/7/1,2934.019,2934.653,2934.683,2933.398,47364800,546325512.2,
201,1,000001,XSHG,上证指数,14:21,2016/7/1,2933.071,2934.788,2934.788,2933.071,45595600,554365457.7,
202,1,000001,XSHG,上证指数,14:22,2016/7/1,2933.052,2934.374,2934.374,2932.785,41171800,494745695.4,
203,1,000001,XSHG,上证指数,14:23,2016/7/1,2932.769,2933.845,2933.845,2932.235,38378600,470673483.2,
204,1,000001,XSHG,上证指数,14:24,2016/7/1,2932.306,2933.083,2933.251,2932.306,44878900,550250904.5,
205,1,000001,XSHG,上证指数,14:25,2016/7/1,2932.159,2932.953,2933.102,2931.798,40227500,476098047.9,
206,1,000001,XSHG,上证指数,14:26,2016/7/1,2931.625,2932.111,2933.038,2931.601,50511600,599767628.9,
207,1,000001,XSHG,上证指数,14:27,2016/7/1,2930.488,2931.826,2932.297,2930.488,57337100,698608544.7,
208,1,000001,XSHG,上证指数,14:28,2016/7/1,2929.588,2930.924,2931.518,2929.588,57784800,736782737,
209,1,000001,XSHG,上证指数,14:29,2016/7/1,2929.454,2929.981,2930.975,2929.454,54735600,671009339.8,
210,1,000001,XSHG,上证指数,14:30,2016/7/1,2931.399,2929.838,2931.399,2929.67,55633700,660269583.9,
211,1,000001,XSHG,上证指数,14:31,2016/7/1,2930.721,2931.352,2932.032,2930.721,45296800,585168689.3,
212,1,000001,XSHG,上证指数,14:32,2016/7/1,2931.886,2931.419,2932.434,2931.255,41553500,520639541.6,
213,1,000001,XSHG,上证指数,14:33,2016/7/1,2931.167,2932.272,2932.757,2931.167,42829300,540174803.6,
214,1,000001,XSHG,上证指数,14:34,2016/7/1,2932.443,2931.807,2932.892,2931.807,44179900,531925024.8,
215,1,000001,XSHG,上证指数,14:35,2016/7/1,2932.543,2932.942,2933.114,2932.356,49904400,587380872.4,
216,1,000001,XSHG,上证指数,14:36,2016/7/1,2932.41,2933.567,2933.567,2932.41,44133500,553370564.3,
217,1,000001,XSHG,上证指数,14:37,2016/7/1,2932.948,2933.057,2933.32,2932.703,50223100,583764824.6,
218,1,000001,XSHG,上证指数,14:38,2016/7/1,2932.088,2933.732,2933.732,2931.879,49441300,603423215.4,
219,1,000001,XSHG,上证指数,14:39,2016/7/1,2932.125,2933.439,2933.439,2931.946,52132700,637598448.8,
220,1,000001,XSHG,上证指数,14:40,2016/7/1,2932.586,2932.721,2932.99,2932.13,51466800,661465525.4,
221,1,000001,XSHG,上证指数,14:41,2016/7/1,2935.449,2933.217,2935.449,2932.68,86397200,1049221208,
222,1,000001,XSHG,上证指数,14:42,2016/7/1,2936.816,2935.493,2936.816,2934.862,87994700,1088595027,
223,1,000001,XSHG,上证指数,14:43,2016/7/1,2937.944,2936.975,2938.195,2936.57,85078000,994811951.5,
224,1,000001,XSHG,上证指数,14:44,2016/7/1,2937.275,2938.185,2938.185,2936.626,73416600,880097838.5,
225,1,000001,XSHG,上证指数,14:45,2016/7/1,2937.296,2937.049,2937.673,2936.971,68707300,795475740.1,
226,1,000001,XSHG,上证指数,14:46,2016/7/1,2936.778,2936.809,2937.613,2936.605,62362700,720243716,
227,1,000001,XSHG,上证指数,14:47,2016/7/1,2935.329,2936.915,2937.367,2935.329,60051900,711776238.5,
228,1,000001,XSHG,上证指数,14:48,2016/7/1,2935.698,2936.356,2936.356,2935.623,61974600,751324944.9,
229,1,000001,XSHG,上证指数,14:49,2016/7/1,2935.331,2935.441,2935.878,2935.186,64524400,775864102.2,
230,1,000001,XSHG,上证指数,14:50,2016/7/1,2935.391,2935.02,2935.494,2934.457,65821600,776038830.6,
