,unit,ticker,exchangeCD,shortNM,currencyCD,barTime,dataDate,closePrice,openPrice,highPrice,lowPrice,totalVolume,totalValue
231,1,000001,XSHG,上证指数,14:51,2016/7/1,2934.035,2935.503,2935.503,2934.035,74236700,885710284.9,
232,1,000001,XSHG,上证指数,14:52,2016/7/1,2934.722,2934.742,2935.166,2934.17,66783000,818654851.8,
233,1,000001,XSHG,上证指数,14:53,2016/7/1,2933.717,2934.379,2935.243,2933.284,82698100,982634012.9,
234,1,000001,XSHG,上证指数,14:54,2016/7/1,2934.007,2933.484,2934.326,2933.375,91453600,1112478741,
235,1,000001,XSHG,上证指数,14:55,2016/7/1,2933.665,2932.968,2933.991,2932.968,85185600,1046539587,
236,1,000001,XSHG,上证指数,14:56,2016/7/1,2932.969,2933.294,2933.696,2932.483,115743100,1431935431,
237,1,000001,XSHG,上证指数,14:57,2016/7/1,2932.851,2933.094,2933.189,2932.556,105095900,1288789444,
238,1,000001,XSHG,上证指数,14:58,2016/7/1,2932.431,2932.849,2933.027,2932.319,118334300,1467245176,
239,1,000001,XSHG,上证指数,14:59,2016/7/1,2932.564,2932.67,2933.061,2932.394,125125500,1497855536,
240,1,000001,XSHG,上证指数,15:00,2016/7/1,2932.476,2932.438,2933.254,2932.097,155025200,1870300428,
